1	-0.54	-7.96	0.18	0.10
2	-13.10	-10.20	0.42	0.57
3	-14.30	-10.20	1.02	0.20
4	4.59	-6.66	1.32	0.13
5	4.05	-10.90	1.48	0.23
6	-0.72	0.09	1.78	0.10
7	-13.50	-1.08	1.95	0.20
8	-16.30	5.93	2.22	0.10
9	-18.50	10.10	2.35	0.20
10	-17.60	12.00	2.58	0.40
11	-16.80	6.54	3.15	0.50
12	-17.30	9.17	4.08	0.17
13	-11.10	7.84	4.32	0.10
14	-13.90	-3.65	4.48	0.13
15	-16.60	-1.04	4.65	0.50
16	-15.10	-0.32	5.18	0.17
17	-16.40	1.25	5.38	0.83
18	-16.90	10.20	6.48	0.33
19	-17.60	10.10	6.85	0.37
20	-15.70	10.20	7.25	0.27
21	-17.40	10.90	7.55	0.27
22	-17.40	10.20	7.88	0.13
23	3.53	-6.61	8.05	0.30
24	7.31	4.22	8.38	0.17
25	7.18	2.10	8.58	0.47
26	15.80	-0.91	9.25	0.40
27	19.00	-0.99	9.68	0.17
28	21.00	-2.83	9.88	0.20
29	16.60	-4.16	10.10	0.20
30	17.50	-10.60	10.40	0.27
31	17.60	-12.60	10.80	0.23
32	18.00	-10.80	11.00	0.10
33	-16.90	11.40	11.40	0.43
34	16.80	-10.30	12.00	0.30
35	19.50	-11.10	12.30	0.27
36	-17.40	4.24	12.70	0.17
37	-17.00	8.98	12.90	0.23
38	-17.50	-6.58	13.20	0.13
39	-16.50	7.23	13.40	0.47
40	-13.10	6.68	13.90	0.10
41	5.18	-5.57	14.10	0.20
42	-17.00	6.66	14.40	0.33
