1	2.77	-0.86	0.02	0.17
2	1.34	-10.20	0.22	0.10
3	-19.00	-13.80	0.38	0.30
4	-19.90	-10.40	0.72	0.20
5	-17.90	-10.50	1.05	0.47
6	-20.10	-10.40	1.55	0.30
7	-21.10	-8.34	1.88	0.20
8	-21.20	-5.45	2.12	0.37
9	-18.00	-6.02	2.52	0.30
10	-20.70	-4.60	2.85	0.27
11	-16.90	-4.95	3.15	0.37
12	-14.00	-5.06	3.58	0.27
13	-20.30	0.60	3.92	0.43
14	-20.00	2.63	4.38	0.27
15	-13.60	2.85	4.78	0.30
16	-14.10	2.50	5.12	0.13
17	-18.80	6.27	5.32	0.80
18	-14.40	6.20	6.15	0.40
19	-10.70	5.58	6.58	0.13
20	-16.40	8.78	6.75	0.13
21	-20.00	9.22	6.92	0.23
22	-18.40	9.11	7.18	0.10
23	-13.10	9.36	7.32	0.53
24	-18.90	9.03	7.88	0.30
25	-0.49	0.35	8.22	0.23
26	4.50	1.83	8.48	0.13
27	-5.02	-7.55	8.68	0.20
28	2.52	-6.04	8.92	0.33
29	13.50	-5.18	9.32	0.37
30	6.56	4.26	9.78	0.17
31	3.77	0.46	9.98	0.13
32	-3.36	-0.14	10.20	0.53
33	4.77	-11.50	10.90	0.37
34	-17.10	11.60	11.30	0.13
35	-16.00	9.13	11.50	0.17
36	-18.70	9.60	11.70	0.30
37	-13.70	9.02	12.00	0.63
38	7.68	-3.86	12.80	0.23
39	7.67	-0.46	13.10	0.10
40	0.48	1.77	13.30	0.17
41	-16.50	6.43	13.50	0.17
42	-21.30	3.41	13.80	0.20
43	-19.80	6.21	14.10	0.27
44	11.40	1.77	14.40	0.17
