1	-0.52	-0.63	0.02	0.20
2	2.65	-1.79	0.25	0.30
3	-12.50	-10.20	0.62	0.23
4	-14.60	-10.40	0.88	0.20
5	-15.30	4.52	1.25	0.50
6	-16.70	8.91	1.82	0.60
7	-16.20	5.98	2.45	0.40
8	-16.10	-0.80	2.88	0.50
9	-16.30	-3.74	3.42	0.60
10	-13.30	-4.28	4.05	0.20
11	0.52	-6.56	4.35	0.23
12	1.71	-9.36	4.62	0.33
13	-0.66	-9.38	4.98	0.27
14	1.98	-7.77	5.28	0.27
15	3.72	-10.20	5.58	0.13
16	5.93	-10.60	5.75	0.53
17	2.48	-7.78	6.32	0.30
18	3.95	-3.33	6.65	1.07
19	3.59	-0.19	7.75	0.13
20	10.50	-2.95	7.92	0.33
21	11.20	-8.55	8.28	0.43
22	10.70	-10.10	8.75	0.40
23	4.12	-8.77	9.18	0.10
24	5.24	-1.92	9.32	0.10
25	12.40	-2.05	9.52	0.20
26	8.71	-2.44	9.75	0.10
27	1.83	-3.10	9.88	0.30
28	10.50	-3.81	10.20	0.20
29	13.40	-3.60	10.50	0.17
30	5.72	1.87	10.70	0.30
31	0.26	0.77	11.00	0.57
32	7.46	0.82	11.60	0.63
33	13.40	0.70	12.30	0.20
34	16.30	0.66	12.50	0.47
35	6.51	0.95	13.00	0.20
36	-1.55	2.29	13.30	0.43
37	-1.62	-0.50	13.70	0.37
38	-0.67	3.20	14.10	0.20
39	2.71	3.85	14.40	0.33
