1	1.13	1.89	0.02	0.23
2	4.34	1.36	0.28	0.20
3	7.06	-0.35	0.75	0.33
4	5.74	5.01	1.12	0.27
5	2.18	2.44	1.42	0.17
6	2.61	-6.47	1.62	0.27
7	6.40	-5.06	1.92	0.20
8	6.23	-10.10	2.15	0.47
9	2.75	-0.68	2.68	0.20
10	4.98	-3.34	2.92	0.47
11	4.25	2.76	3.42	0.23
12	8.32	1.84	3.68	0.27
13	16.50	2.00	3.98	0.73
14	8.31	-1.01	4.75	0.10
15	7.69	-11.20	4.92	0.23
16	-0.16	-9.53	5.18	0.37
17	7.72	-10.80	5.58	0.27
18	-14.00	-1.51	5.88	0.27
19	-12.20	8.52	6.25	0.23
20	-14.30	10.20	6.52	0.50
21	-15.40	7.86	7.22	0.33
22	-15.70	-0.17	7.78	1.00
23	-12.20	-0.47	9.02	0.23
24	-15.30	0.82	9.42	0.40
25	-14.90	7.10	10.00	0.83
26	-15.10	9.04	10.90	0.43
27	-14.70	11.10	11.40	0.33
28	-11.00	11.20	11.70	0.10
29	-9.28	11.70	11.90	0.27
30	4.97	4.68	12.20	0.13
31	7.89	1.34	12.40	0.33
32	5.53	4.12	12.80	0.30
33	-1.07	1.48	13.20	0.17
34	7.35	1.66	13.50	0.13
35	15.90	1.57	13.70	0.53
36	19.30	1.44	14.20	0.27
37	13.60	-10.40	14.60	0.17
38	11.50	-10.80	14.80	0.10
