1	2,44	0,45	0,02	0,37
2	-1,70	3,11	0,42	0,20
3	-6,54	-2,99	0,65	0,23
4	-7,08	-0,40	0,95	0,23
5	-5,54	-5,47	1,22	0,17
6	1,04	-9,39	1,42	0,20
7	6,04	-11,20	1,65	0,83
8	-2,93	-5,19	2,52	0,23
9	-11,00	-1,08	2,78	0,27
10	-4,25	3,37	3,08	0,13
11	-9,68	8,67	3,25	0,43
12	-13,00	8,10	3,72	0,30
13	-14,80	2,14	4,08	0,17
14	-15,30	-1,34	4,28	0,33
15	-14,60	-3,48	4,65	0,27
16	-8,04	-4,95	4,95	0,27
17	-3,94	-6,60	5,25	0,27
18	-6,80	-7,57	5,55	0,30
19	-5,00	-9,75	5,88	0,20
20	-1,61	-10,40	6,12	0,30
21	1,35	-4,29	6,45	0,27
22	4,17	-2,72	6,75	0,33
23	-5,58	7,59	7,22	0,30
24	-8,30	7,72	7,55	0,30
25	-12,20	8,87	7,88	0,53
26	-13,20	7,67	8,45	0,20
27	-5,18	6,76	8,72	0,43
28	-2,75	-0,71	9,18	0,33
29	-6,36	0,15	9,58	0,60
30	-13,20	2,07	10,20	0,27
31	-15,10	2,15	10,60	0,63
32	-2,39	-4,43	11,30	0,23
33	1,54	-5,92	11,60	0,20
34	5,81	-11,40	11,80	0,67
35	5,15	-12,40	12,50	0,87
36	6,31	-7,43	13,40	0,17
37	0,49	-9,45	13,60	0,40
38	-1,05	-9,36	14,00	0,30
39	-5,11	-7,13	14,40	0,27
