1	-1,57	0,88	0,15	0,20
2	2,25	-2,03	0,38	0,30
3	9,75	-5,46	0,72	0,33
4	13,80	-10,10	1,08	0,13
5	-9,39	-8,81	1,28	0,23
6	13,50	-12,70	1,58	0,93
7	13,80	-10,30	2,55	0,40
8	11,40	-10,20	2,98	0,23
9	15,20	-9,73	3,25	0,50
10	13,90	-8,71	3,78	0,40
11	11,50	-6,24	4,22	0,33
12	11,80	0,74	4,58	0,33
13	12,60	-5,01	4,95	0,23
14	14,40	-4,72	5,22	0,27
15	0,54	-3,48	5,55	0,40
16	-0,72	-0,94	5,98	0,13
17	0,72	4,79	6,15	0,20
18	-1,38	5,38	6,38	0,10
19	4,95	5,33	6,52	0,60
20	-5,80	10,50	7,15	0,33
21	-3,93	13,30	7,52	0,17
22	-8,21	13,10	7,72	0,40
23	-9,85	12,90	8,15	0,37
24	-10,80	-8,39	8,65	0,27
25	-13,00	-9,67	8,95	0,20
26	-15,00	-11,10	9,18	0,50
27	-11,60	-10,70	9,72	0,87
28	4,08	-7,08	10,70	0,27
29	6,00	-6,15	11,00	0,47
30	6,09	-4,35	11,50	0,83
31	1,45	-4,86	12,30	0,40
32	0,03	-9,33	12,80	0,50
33	-5,59	-1,34	13,40	0,53
34	-8,96	4,35	13,90	0,30
35	-12,80	1,42	14,30	0,20
36	-13,50	-3,29	14,50	0,33
