1	-4,31	-4,96	0,02	0,37
2	-7,46	-0,45	0,42	0,43
3	-8,71	0,73	0,88	0,27
4	-9,51	-1,60	1,18	0,63
5	10,60	0,61	1,85	0,20
6	12,80	8,23	2,12	0,20
7	11,40	9,87	2,35	0,17
8	9,47	10,90	2,55	0,23
9	10,40	6,72	2,82	0,53
10	2,60	-0,56	3,48	0,17
11	3,43	-3,36	3,68	0,67
12	9,96	4,92	4,45	0,23
13	9,42	7,80	4,72	0,67
14	-2,47	-2,93	5,45	0,33
15	-10,10	-3,81	5,82	0,27
16	-17,90	-0,19	6,12	0,20
17	-15,60	-9,87	6,35	0,80
18	-17,50	-11,00	7,18	0,33
19	-0,38	-9,40	7,58	0,30
20	2,48	-8,56	7,92	0,37
21	4,84	-8,99	8,32	0,20
22	-1,92	-3,80	8,55	0,47
23	-3,85	-6,11	9,05	0,13
24	11,00	-8,44	9,25	0,40
25	10,80	-5,92	9,68	0,23
26	12,10	-4,17	9,95	0,73
27	10,40	6,94	10,80	0,43
28	9,15	2,45	11,20	0,47
29	11,40	1,68	11,70	0,60
30	8,81	1,95	12,40	0,10
31	3,41	-2,41	12,50	1,00
32	9,33	3,94	13,70	0,30
33	9,81	8,07	14,00	0,23
34	9,13	11,20	14,30	0,53
