1	-5,86	6,39	0,02	0,23
2	-2,70	5,39	0,28	0,53
3	11,30	0,23	0,85	0,27
4	13,70	0,26	1,15	0,47
5	15,50	0,02	1,65	0,37
6	13,30	-11,30	2,08	0,13
7	13,90	-14,60	2,25	0,63
8	13,30	-12,60	2,92	0,20
9	-0,40	-7,07	3,15	0,23
10	4,84	-4,80	3,42	0,63
11	13,10	-0,59	4,08	0,17
12	11,30	7,48	4,28	0,37
13	12,30	4,45	4,68	0,43
14	13,60	4,36	5,15	0,50
15	4,31	-4,53	5,72	0,33
16	3,66	-2,40	6,08	0,13
17	-2,01	4,76	6,25	0,70
18	12,30	11,30	6,98	0,23
19	11,30	8,55	7,32	0,13
20	13,80	8,93	7,48	0,43
21	15,70	8,90	7,95	0,23
22	14,50	-8,89	8,35	0,13
23	14,30	-14,60	8,52	0,63
24	16,90	-13,70	9,18	0,17
25	-11,40	6,33	9,48	0,33
26	-12,80	7,62	9,85	0,60
27	8,62	9,23	10,50	0,20
28	11,10	5,32	10,90	0,23
29	11,00	6,90	11,10	0,10
30	13,60	6,31	11,30	0,47
31	15,40	6,29	11,80	0,20
32	7,12	0,63	12,00	0,13
33	2,41	7,52	12,30	0,23
34	-3,10	8,59	12,50	0,37
35	-3,75	4,44	12,90	0,10
36	-2,85	0,51	13,10	0,17
37	-3,22	-3,97	13,30	0,13
38	0,24	-5,00	13,40	0,13
39	10,80	-0,56	13,60	0,23
40	12,10	-6,27	13,90	0,17
41	12,40	0,19	14,10	0,37
42	14,90	-0,30	14,50	0,43
