1	0,10	-1,05	0,02	0,23
2	-5,41	2,37	0,28	0,47
3	-1,57	5,67	0,78	1,70
4	-8,85	-7,88	2,52	0,17
5	-10,90	-8,45	2,72	0,93
6	13,90	-12,90	3,75	0,27
7	14,10	-14,10	4,05	0,50
8	16,00	-13,40	4,58	0,23
9	13,80	7,17	4,88	0,23
10	15,20	12,70	5,15	0,47
11	14,80	5,25	5,68	1,13
12	13,60	-1,34	6,85	0,40
13	11,70	-2,10	7,28	0,47
14	13,50	-5,41	7,78	0,40
15	11,50	-7,40	8,22	0,33
16	14,70	-11,30	8,58	0,57
17	14,80	-12,70	9,18	1,07
18	14,60	1,16	10,30	0,33
19	14,90	9,45	10,70	0,33
20	-1,53	-1,75	11,10	0,30
21	-1,13	-6,06	11,40	0,13
22	-6,52	-3,41	11,60	0,53
23	-12,50	-0,77	12,20	0,17
24	-14,50	-0,16	12,40	0,20
25	-12,20	2,33	12,60	0,13
26	-8,11	9,27	12,80	0,27
27	-10,70	8,92	13,10	0,53
28	-7,94	1,88	13,70	0,23
29	-4,38	-1,96	13,90	0,27
30	-0,35	-7,14	14,20	0,20
