1	-1,38	4,89	0,02	0,27
2	-3,87	5,11	0,32	0,23
3	-6,73	0,78	0,58	0,17
4	-8,90	0,13	0,78	0,10
5	-13,60	-4,91	1,08	0,10
6	-15,20	-5,32	1,42	0,10
7	-14,20	-9,63	1,62	0,17
8	12,40	-7,17	1,85	0,17
9	12,40	-11,70	2,08	0,47
10	9,22	2,46	2,58	0,27
11	11,60	2,15	2,88	0,37
12	1,36	-0,41	3,28	0,30
13	2,68	-3,44	3,62	0,47
14	9,91	2,18	4,12	0,43
15	12,80	2,83	4,58	0,20
16	9,46	6,23	4,82	0,30
17	12,00	5,64	5,15	0,27
18	10,90	10,50	5,58	0,17
19	1,58	0,41	5,78	0,27
20	2,96	-3,30	6,08	0,57
21	-7,62	-2,38	6,68	0,13
22	8,83	5,60	6,88	0,23
23	9,57	1,91	7,15	0,23
24	8,63	-0,82	7,42	0,93
25	8,88	0,02	8,38	0,30
26	-8,91	1,55	8,75	0,23
27	-11,40	1,31	9,02	0,20
28	-16,90	0,05	9,25	0,27
29	-16,20	9,05	9,55	0,37
30	-14,30	9,11	9,95	0,47
31	-13,70	7,31	10,60	0,27
32	-17,40	11,90	10,90	0,53
33	-9,94	-1,76	11,50	0,20
34	-4,19	-4,29	11,70	0,23
35	2,03	-4,59	12,00	0,60
36	-16,50	-9,66	12,70	0,40
37	-5,32	-0,85	13,20	0,30
38	-6,74	-5,60	13,50	0,47
39	1,50	-8,82	14,00	0,13
40	10,30	-8,05	14,20	0,20
41	10,20	-4,22	14,40	0,30
