1	-0,79	4,64	0,13	0,15
2	-4,64	4,44	0,42	0,15
3	-9,05	5,78	0,60	0,20
4	-8,55	4,97	0,85	0,43
5	-5,44	8,65	1,33	0,50
6	-6,88	6,95	2,02	0,10
7	-14,20	14,60	2,17	0,17
8	-6,65	10,40	2,37	0,20
9	-8,29	6,09	2,58	0,18
10	-5,07	8,65	2,78	0,33
11	-2,30	9,73	3,13	0,23
12	-1,26	-0,25	3,45	0,20
13	-9,47	3,97	3,92	0,47
14	3,46	-1,22	4,75	0,18
15	3,10	-1,48	4,97	0,27
16	-5,74	-0,29	5,45	0,22
17	1,51	-1,66	5,68	0,15
18	9,01	0,92	5,88	0,17
19	-3,39	3,48	6,12	0,10
20	-0,26	-0,25	6,32	0,13
21	3,02	-1,37	6,50	0,13
22	-3,04	2,96	6,75	0,13
23	7,71	3,47	6,90	0,67
24	10,00	-4,54	7,65	0,37
25	10,20	-4,22	8,18	0,22
26	11,70	-11,30	8,43	0,37
27	-12,90	3,05	9,13	0,17
28	-3,40	2,34	9,53	0,27
29	-9,11	3,67	9,83	0,18
30	-9,32	6,09	10,00	0,12
31	-9,00	5,64	10,30	0,38
32	-0,34	-2,61	10,70	0,23
33	-0,44	-4,45	11,00	0,27
34	-0,27	-4,72	11,30	0,17
35	2,54	-6,60	11,40	0,13
36	2,74	-2,47	11,60	0,10
37	-11,00	6,21	11,80	0,25
38	-8,45	7,01	12,00	0,10
39	-9,39	4,32	12,30	0,13
40	-0,66	1,06	12,50	0,12
41	-2,52	0,72	12,60	0,15
42	-2,60	2,11	12,80	0,17
43	-2,77	0,74	13,00	0,13
44	3,52	-0,24	13,20	0,18
45	2,63	-1,26	13,40	0,68
46	2,54	-1,33	14,10	0,28
47	1,30	1,97	14,40	0,20
48	-4,48	8,18	14,70	0,17
