1	-1,66	-0,32	0,02	0,33
2	-6,85	-0,26	0,38	0,30
3	-7,75	-1,87	0,72	0,13
4	-11,50	-1,77	0,88	0,30
5	-4,75	-1,69	1,22	0,67
6	1,59	-2,86	1,92	0,20
7	-7,85	-2,38	2,15	0,33
8	-2,71	-7,63	2,52	0,63
9	-7,70	-4,71	3,18	0,20
10	-3,88	-3,12	3,42	0,63
11	-2,70	-1,46	4,08	0,23
12	1,72	-2,43	4,35	0,23
13	-6,13	4,79	4,65	0,17
14	-5,34	7,82	4,85	0,10
15	9,66	6,52	5,02	0,23
16	9,02	3,68	5,28	0,30
17	8,44	-2,72	5,62	0,23
18	11,10	-2,40	5,88	0,70
19	13,00	-2,20	6,62	0,27
20	10,90	-2,09	6,92	0,40
21	3,52	-2,84	7,35	0,17
22	-0,66	-4,35	7,55	0,10
23	-3,94	-5,92	7,78	0,23
24	0,49	-2,09	8,05	0,13
25	7,38	-1,67	8,22	0,30
26	8,38	3,14	8,55	0,30
27	10,20	3,38	8,88	0,70
28	11,00	3,53	9,62	0,93
29	1,26	1,02	10,60	0,23
30	-1,71	7,73	10,90	0,37
31	-3,63	9,36	11,30	0,17
32	-6,82	8,76	11,50	0,13
33	-3,02	9,44	11,60	0,37
34	-17,20	11,20	12,10	1,10
35	-7,31	8,50	13,20	0,37
36	-12,20	0,05	13,60	0,17
37	1,13	-1,94	13,90	0,70
38	7,08	7,13	14,60	0,17
