1	-2,15	-1,76	0,12	0,37
2	-4,71	-2,61	0,52	0,27
3	-3,30	3,01	0,82	0,27
4	-5,04	4,98	1,12	0,47
5	-11,10	-4,38	1,62	0,43
6	-8,55	-3,87	2,08	0,40
7	-1,75	-7,30	2,52	0,17
8	0,50	-10,70	2,72	0,50
9	-2,51	-9,34	3,25	0,37
10	-6,80	-6,59	3,65	0,33
11	-10,80	-2,04	4,02	0,20
12	-15,40	0,21	4,25	0,60
13	-10,80	-1,93	4,88	0,20
14	-7,50	0,04	5,12	0,13
15	10,30	2,51	5,35	0,40
16	10,50	-9,18	5,78	0,30
17	12,90	-12,50	6,12	0,73
18	13,90	-12,30	6,88	0,43
19	12,00	-12,20	7,35	0,33
20	11,80	-9,11	7,72	0,27
21	8,95	-4,60	8,02	0,40
22	9,45	0,65	8,45	0,23
23	10,90	4,22	8,72	0,17
24	11,50	1,72	8,92	0,47
25	-3,21	2,15	9,42	0,27
26	0,20	0,76	9,72	0,23
27	2,36	-3,32	9,98	0,73
28	-3,23	-2,71	10,80	0,17
29	-11,60	-4,19	11,00	0,10
30	-10,50	-2,09	11,20	0,40
31	-3,07	-2,83	11,60	0,70
32	-4,53	3,47	12,30	0,27
33	-3,29	-2,92	12,60	0,40
34	-4,79	5,49	13,10	0,90
35	-0,46	3,06	14,00	0,23
36	-4,83	5,04	14,30	0,33
