1	3.25	-1.92	0.02	0.40
2	-1.46	-1.35	0.45	0.47
3	9.78	6.79	0.98	0.20
4	12.20	8.19	1.22	1.23
5	13.10	8.82	2.48	0.30
6	0.59	0.82	2.85	0.30
7	-1.71	-0.64	3.18	0.60
8	-0.62	1.15	3.82	0.63
9	-9.45	-3.86	4.48	0.27
10	-12.50	-4.70	4.78	0.43
11	-9.94	-10.20	5.28	0.20
12	-11.60	-13.00	5.52	0.57
13	-10.50	-13.50	6.22	0.17
14	-1.08	-3.44	6.42	0.10
15	0.09	-0.36	6.55	0.30
16	6.08	0.17	6.88	0.20
17	12.30	-1.12	7.12	0.27
18	10.70	-4.30	7.42	0.43
19	14.30	1.18	7.88	0.57
20	12.70	0.09	8.48	0.10
21	-12.00	3.89	8.65	0.17
22	-16.10	5.25	8.88	0.80
23	-8.24	9.39	9.72	0.37
24	-6.15	10.10	10.10	0.33
25	-4.65	5.39	10.50	0.20
26	2.72	7.42	10.70	0.37
27	5.37	9.72	11.10	0.27
28	0.53	-2.16	11.50	0.47
29	-0.73	-0.52	12.00	0.73
30	-2.23	-0.93	12.70	0.10
31	5.88	-0.34	12.90	0.30
32	6.24	1.80	13.20	0.27
33	4.65	1.98	13.50	0.10
34	11.80	-1.12	13.60	0.33
35	14.10	-0.15	14.00	0.57
36	14.60	1.39	14.60	0.10
