1	-5.40	-0.62	0.02	0.13
2	-1.28	-0.81	0.18	0.27
3	-11.40	-4.57	0.48	0.33
4	-11.10	-12.40	0.88	0.40
5	-8.09	-13.30	1.32	0.53
6	-12.20	-11.80	1.88	0.33
7	-12.30	-6.88	2.25	0.27
8	-17.90	-11.10	2.55	0.40
9	-11.90	-5.87	3.08	0.47
10	-9.11	-6.54	3.58	0.23
11	-14.70	-6.17	3.85	0.23
12	-0.79	-2.27	4.12	0.43
13	1.59	-2.73	4.58	0.37
14	6.44	-1.98	4.98	0.20
15	-0.30	-0.18	5.22	0.23
16	9.97	-5.04	5.48	0.23
17	13.80	-2.46	5.75	0.53
18	-19.00	4.08	6.35	0.40
19	-19.60	2.38	6.78	0.13
20	-15.30	2.35	6.95	0.43
21	-17.20	2.79	7.42	0.30
22	-15.40	13.60	7.75	0.37
23	-16.80	13.10	8.15	0.20
24	-17.90	7.96	8.38	0.30
25	-8.19	10.20	8.72	0.20
26	12.20	9.00	8.98	0.17
27	13.10	6.29	9.18	0.57
28	13.90	7.85	9.78	0.10
29	12.50	5.70	9.92	0.60
30	6.99	2.44	10.60	0.23
31	6.06	0.66	10.80	0.30
32	14.20	-1.26	11.20	0.43
33	16.00	-1.11	11.60	0.13
34	13.80	1.31	11.80	0.83
35	15.50	0.91	12.70	0.13
36	6.69	2.64	12.80	0.47
37	10.20	-5.71	13.40	0.77
38	10.10	-8.48	14.20	0.13
39	0.06	-2.08	14.30	0.50
