1	-0.58	0.70	0.02	0.27
2	-0.72	-1.89	0.32	0.20
3	-1.75	-4.49	0.75	0.13
4	-1.75	-3.87	0.95	0.20
5	-0.89	-1.27	1.25	0.80
6	10.90	6.49	2.18	0.53
7	-11.50	-5.24	2.85	0.23
8	-13.00	-5.86	3.15	0.53
9	-20.90	0.79	3.85	0.50
10	-19.60	0.19	4.48	0.13
11	-15.30	0.74	4.68	0.37
12	-15.00	11.70	5.45	0.13
13	-20.10	11.70	5.62	0.23
14	9.65	-5.68	5.95	0.27
15	9.92	-8.67	6.25	1.50
16	9.40	-7.04	7.78	0.53
17	9.75	-5.41	8.35	0.47
18	12.00	-5.35	8.85	0.23
19	7.26	-2.06	9.12	0.23
20	13.30	0.16	9.38	0.60
21	12.20	9.90	10.10	0.47
22	11.40	5.94	10.60	0.77
23	5.32	1.53	11.40	0.80
24	4.92	2.65	12.20	0.10
25	6.84	2.36	12.40	0.23
26	5.82	-1.82	12.60	0.27
27	-1.48	-1.78	12.90	0.50
28	-2.63	-12.60	13.50	0.10
29	-8.43	-14.90	13.60	0.10
30	-12.50	-15.50	13.70	0.70
31	-8.21	-15.20	14.50	0.33
