1	1.76	-1.93	0.28	0.43
2	-6.78	-3.44	0.75	0.17
3	-9.91	-6.83	0.95	0.37
4	-5.52	-7.28	1.35	0.37
5	-5.18	-4.58	1.75	0.10
6	-8.19	-13.40	2.02	0.60
7	-5.06	-14.30	2.65	0.43
8	8.84	1.51	3.18	0.63
9	14.30	7.20	3.85	0.50
10	14.10	-2.53	4.88	0.27
11	11.70	-8.08	5.28	0.10
12	12.00	-5.85	5.42	0.77
13	17.10	1.06	6.22	0.30
14	4.82	3.22	6.72	0.20
15	1.16	2.92	6.95	1.93
16	3.58	1.93	8.92	0.17
17	2.66	4.15	9.15	0.83
18	1.71	1.08	10.00	0.23
19	8.64	1.88	10.30	0.40
20	2.85	0.23	10.70	0.23
21	-13.40	6.59	11.00	0.17
22	-16.80	2.36	11.20	0.43
23	-13.80	2.57	11.70	0.13
24	-4.90	10.60	11.90	0.20
25	-14.20	9.11	12.10	0.20
26	-15.00	6.19	12.40	0.27
27	-16.70	3.56	12.70	0.47
28	-13.70	4.46	13.20	0.30
29	-11.50	4.10	13.50	0.13
30	3.15	-0.03	13.70	0.40
31	9.60	-1.81	14.30	0.17
32	13.70	-1.37	14.50	0.20
