1	-3.08	1.06	0.05	0.17
2	0.58	0.15	0.25	0.23
3	12.10	7.64	0.55	0.30
4	12.80	7.15	1.22	0.40
5	-10.70	-9.57	2.05	0.33
6	-8.01	-8.83	2.42	0.23
7	-4.89	-10.30	2.68	0.30
8	-0.49	0.11	3.02	0.43
9	-0.21	-0.79	3.48	0.43
10	1.84	-1.39	3.95	0.30
11	11.10	7.75	4.28	0.23
12	13.20	11.20	4.55	0.33
13	12.90	7.00	4.92	0.43
14	1.39	-1.07	5.42	0.23
15	6.85	-1.45	5.68	0.17
16	12.90	-1.96	5.88	0.27
17	13.40	11.20	6.18	0.20
18	13.10	9.15	6.42	0.53
19	13.90	6.50	6.98	0.17
20	14.30	3.04	7.18	0.43
21	10.10	-3.44	7.65	0.50
22	6.84	1.36	8.18	0.40
23	12.90	10.30	8.62	0.70
24	4.25	4.02	9.38	0.17
25	-0.08	-0.48	9.65	0.60
26	-1.01	-3.37	10.30	0.13
27	-12.10	-4.38	10.50	0.67
28	-12.80	-2.74	11.20	0.30
29	-10.80	-2.27	11.60	0.23
30	-17.60	4.80	11.80	0.67
31	-15.90	3.92	12.50	0.13
32	-16.70	14.70	12.70	0.77
33	-13.60	15.00	13.50	0.20
34	-10.10	15.00	13.70	0.27
35	-19.20	13.50	14.10	0.30
