1	2.10	0.11	0.02	0.13
2	8.37	-0.56	0.22	0.17
3	4.22	-2.75	0.42	0.63
4	14.20	6.67	1.08	0.20
5	17.10	1.34	1.32	0.10
6	-4.76	-8.83	2.05	0.30
7	-1.55	-12.50	2.45	0.10
8	2.31	-14.20	2.65	0.10
9	5.69	-13.30	2.78	0.30
10	-4.88	-10.70	3.15	0.23
11	-11.60	-13.20	3.42	0.20
12	-3.90	-10.90	3.68	0.27
13	-1.00	-12.30	3.98	0.50
14	4.13	-2.38	4.65	1.03
15	6.30	-2.59	5.72	0.47
16	4.83	-1.72	6.25	0.47
17	4.66	-0.38	6.78	0.33
18	6.14	-0.17	7.15	0.23
19	3.92	0.21	7.42	0.20
20	6.39	0.79	7.65	0.40
21	4.70	1.59	8.08	0.30
22	-6.89	-5.75	8.42	0.43
23	-7.52	-7.17	8.88	0.30
24	-3.43	-7.36	9.25	0.40
25	-6.25	-4.49	9.75	0.63
26	-3.35	-5.33	10.40	0.27
27	-6.89	-4.06	10.70	0.13
28	-13.40	1.07	10.90	0.67
29	-11.40	1.49	11.60	0.27
30	-11.00	6.22	11.90	0.20
31	-12.10	9.36	12.10	1.20
32	-11.80	12.40	13.40	0.37
33	-9.23	12.20	13.80	0.43
34	-6.46	12.00	14.20	0.17
35	-3.71	12.20	14.40	0.43
