1	0.97	1.15	0.12	0.13
2	-6.67	-3.18	0.32	0.23
3	-5.16	-13.50	0.62	0.13
4	-10.10	-13.90	0.82	0.10
5	-12.60	-11.20	0.95	0.23
6	-6.73	-13.80	1.25	0.33
7	-3.94	-13.50	1.62	0.47
8	-7.77	-12.30	2.12	0.43
9	-8.06	-6.11	2.68	0.37
10	-3.99	-6.09	3.08	0.23
11	3.52	-0.27	3.38	0.47
12	6.14	-0.57	3.88	0.23
13	12.50	-0.12	4.15	0.33
14	4.92	0.48	4.52	0.50
15	16.60	8.63	5.28	0.33
16	11.20	4.73	5.65	0.23
17	-13.50	2.05	5.98	0.33
18	-9.70	1.43	6.62	0.27
19	-13.20	3.37	6.98	0.23
20	-10.20	2.99	7.25	0.43
21	-12.70	5.91	7.72	0.20
22	-8.09	14.10	7.95	0.17
23	5.91	0.46	8.35	0.20
24	13.50	-4.19	8.58	0.63
25	10.90	-0.18	9.25	0.17
26	15.40	-0.75	9.45	0.43
27	10.80	-0.02	9.92	0.27
28	13.20	-5.78	10.20	0.30
29	10.50	1.72	11.20	0.27
30	4.75	-0.80	11.50	0.17
31	18.10	14.10	11.90	0.13
32	5.27	2.23	12.10	0.13
33	4.36	-2.06	12.30	0.23
34	18.20	15.70	12.60	0.80
35	16.60	-0.93	13.50	0.23
36	14.20	-4.64	13.70	1.13
