1	1.24	4.24	0.02	0.17
2	2.86	1.16	0.22	0.17
3	1.23	-2.40	0.42	0.10
4	-7.55	-6.49	0.55	0.17
5	-8.63	-14.30	0.75	0.20
6	-15.90	-14.60	1.08	0.23
7	-9.08	-15.50	1.35	0.23
8	-7.65	-11.60	1.62	0.17
9	-5.58	-15.00	1.82	0.30
10	-8.72	-14.10	2.25	0.27
11	-8.48	-10.80	2.55	0.17
12	-10.10	-7.23	2.75	0.53
13	-9.07	-5.67	3.32	0.40
14	-7.30	-5.79	3.75	0.43
15	-15.80	2.02	4.35	0.27
16	-17.40	1.79	4.65	0.93
17	-13.70	0.74	5.62	0.30
18	-14.60	12.90	5.98	0.73
19	-11.60	11.70	6.75	0.27
20	-9.14	12.10	7.05	0.10
21	-6.84	12.00	7.18	0.47
22	-2.14	9.35	7.68	0.23
23	5.97	4.00	7.95	0.20
24	8.52	2.80	8.18	0.10
25	2.94	-2.05	8.32	0.27
26	3.03	-3.42	8.62	0.53
27	1.74	-1.09	9.18	0.70
28	7.41	-0.28	9.92	0.27
29	8.86	0.69	10.20	0.77
30	8.63	2.16	11.00	0.10
31	14.80	-1.59	11.20	0.43
32	12.80	-6.60	11.60	0.63
33	14.10	-4.84	12.30	0.17
34	15.80	0.85	12.50	0.67
35	14.20	5.86	13.20	0.30
36	15.50	10.60	13.50	0.30
37	15.00	7.13	13.90	0.10
38	17.60	12.70	14.00	0.13
39	12.40	1.45	14.20	0.10
40	8.62	0.60	14.30	0.13
