1	4.83	7.75	0.02	0.13
2	-3.63	-1.31	0.28	0.33
3	-3.72	-3.23	0.65	1.00
4	-1.38	-1.40	1.72	0.23
5	-5.12	-6.29	2.02	0.17
6	-14.40	-9.35	2.25	0.17
7	-17.10	-10.40	2.45	0.23
8	-18.70	-13.00	2.72	0.33
9	-16.40	-13.00	3.08	0.30
10	-7.48	-7.21	3.45	0.13
11	7.84	-8.42	3.62	0.23
12	6.97	-10.70	3.88	0.63
13	9.22	-9.95	4.55	0.27
14	7.72	-7.98	4.85	0.53
15	11.70	-1.59	5.42	0.50
16	12.20	6.69	6.05	0.50
17	4.75	0.55	6.62	0.70
18	12.20	10.20	7.35	0.43
19	11.70	7.69	7.82	0.50
20	-1.62	12.60	8.38	0.10
21	-7.74	9.38	8.55	0.17
22	-19.20	4.10	8.75	0.17
23	-21.00	0.54	8.95	0.13
24	-24.20	-2.72	9.12	0.70
25	-21.80	-2.27	9.85	0.60
26	-24.50	-1.30	10.50	0.17
27	-9.92	9.64	10.70	0.27
28	-6.67	9.54	11.00	0.37
29	-16.20	11.50	11.40	0.17
30	-20.00	10.60	11.60	0.43
31	-17.40	11.20	12.10	0.40
32	-13.50	-7.19	12.50	0.13
33	-12.20	-16.50	12.70	0.13
34	-15.50	-19.00	12.90	0.43
35	-12.30	-19.60	13.30	0.27
36	-4.48	-5.45	13.70	0.20
37	-14.10	-8.55	13.90	0.20
